Country,Category,DateTime,Value,Frequency,HistoricalDataSymbol,LastUpdate
United States,Corruption Index,1995-12-31T00:00:00,77.9,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,1996-12-31T00:00:00,76.6,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,1997-12-31T00:00:00,76.1,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,1998-12-31T00:00:00,75,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,1999-12-31T00:00:00,75,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2000-12-31T00:00:00,78,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2001-12-31T00:00:00,76,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2002-12-31T00:00:00,77,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2003-12-31T00:00:00,75,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2004-12-31T00:00:00,75,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2005-12-31T00:00:00,76,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2006-12-31T00:00:00,73,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2007-12-31T00:00:00,72,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2008-12-31T00:00:00,73,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2009-12-31T00:00:00,75,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2010-12-31T00:00:00,71,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2011-12-31T00:00:00,71,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2012-12-31T00:00:00,73,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2013-12-31T00:00:00,73,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2014-12-31T00:00:00,74,Yearly,UnitedStCorInd,2015-06-12T17:30:00
United States,Corruption Index,2015-12-31T00:00:00,76,Yearly,UnitedStCorInd,2016-01-27T16:52:00
United States,Corruption Index,2016-12-31T00:00:00,74,Yearly,UnitedStCorInd,2017-03-02T16:57:00
United States,Corruption Index,2017-12-31T00:00:00,75,Yearly,UnitedStCorInd,2018-03-21T17:21:00
United States,Corruption Index,2018-12-31T00:00:00,71,Yearly,UnitedStCorInd,2019-01-29T12:29:00
United States,Corruption Index,2019-12-31T00:00:00,69,Yearly,UnitedStCorInd,2020-01-23T09:43:00
United States,Corruption Index,2020-12-31T00:00:00,67,Yearly,UnitedStCorInd,2021-02-02T14:39:00
